ENSG	ENST	CDS_LENGTH	ID	chr
ENSG00000106078	ENST00000395542	4032	COBL	7
ENSG00000106080	ENST00000222803	636	FKBP14	7
ENSG00000106086	ENST00000440706	1638	PLEKHA8	7
ENSG00000106089	ENST00000222812	867	STX1A	7
ENSG00000106100	ENST00000222823	2862	NOD1	7
ENSG00000106105	ENST00000389266	2220	GARS	7
ENSG00000106113	ENST00000348438	1317	CRHR2	7
ENSG00000106125	ENST00000265299	2274	FAM188B	7
ENSG00000106128	ENST00000326139	1272	GHRHR	7
ENSG00000106144	ENST00000310447	1359	CASP2	7
ENSG00000106153	ENST00000395422	456	CHCHD2	7
ENSG00000106178	ENST00000222902	360	CCL24	7
ENSG00000106211	ENST00000248553	618	HSPB1	7
ENSG00000106236	ENST00000265634	1296	NPTX2	7
ENSG00000106244	ENST00000350498	546	PDAP1	7
ENSG00000106245	ENST00000222969	435	BUD31	7
ENSG00000106246	ENST00000555673	2250	PTCD1	7
ENSG00000106258	ENST00000222982	1509	CYP3A5	7
ENSG00000106261	ENST00000324306	1692	ZKSCAN1	7
ENSG00000106263	ENST00000360876	2445	EIF3B	7
ENSG00000106266	ENST00000222990	1398	SNX8	7
ENSG00000106268	ENST00000343985	540	NUDT1	7
ENSG00000106278	ENST00000393386	6948	PTPRZ1	7
ENSG00000106290	ENST00000472509	2205	TAF6	7
ENSG00000106299	ENST00000223023	1518	WASL	7
ENSG00000106302	ENST00000223026	1446	HYAL4	7
ENSG00000106304	ENST00000340011	1536	SPAM1	7
ENSG00000106305	ENST00000223029	963	AIMP2	7
ENSG00000106327	ENST00000223051	2406	TFR2	7
ENSG00000106328	ENST00000265825	1497	FSCN3	7
ENSG00000106330	ENST00000223054	708	MOSPD3	7
ENSG00000106331	ENST00000378740	1047	PAX4	7
ENSG00000106333	ENST00000223061	1350	PCOLCE	7
ENSG00000106336	ENST00000427939	1857	FBXO24	7
ENSG00000106341	ENST00000342032	468	PPP1R17	7
ENSG00000106344	ENST00000223073	2280	RBM28	7
ENSG00000106346	ENST00000306177	3951	USP42	7
ENSG00000106348	ENST00000338791	1800	IMPDH1	7
ENSG00000106351	ENST00000300176	1446	AGFG2	7
ENSG00000106355	ENST00000450169	276	LSM5	7
ENSG00000106366	ENST00000223095	1209	SERPINE1	7
ENSG00000106367	ENST00000429457	573	AP1S1	7
ENSG00000106384	ENST00000440203	1035	MOGAT3	7
ENSG00000106392	ENST00000223122	1092	C1GALT1	7
ENSG00000106397	ENST00000223127	2217	PLOD3	7
ENSG00000106399	ENST00000223129	366	RPA3	7
ENSG00000106400	ENST00000305105	465	ZNHIT1	7
ENSG00000106404	ENST00000308344	687	CLDN15	7
ENSG00000106410	ENST00000467773	2076	NOBOX	7
ENSG00000106415	ENST00000223145	1644	GLCCI1	7
ENSG00000106436	ENST00000223167	681	MYL10	7
ENSG00000106443	ENST00000403050	2667	PHF14	7
ENSG00000106459	ENST00000311967	1569	NRF1	7
ENSG00000106460	ENST00000396668	825	TMEM106B	7
ENSG00000106462	ENST00000320356	2256	EZH2	7
ENSG00000106477	ENST00000223208	1122	CEP41	7
ENSG00000106479	ENST00000223210	3510	ZNF862	7
ENSG00000106483	ENST00000436072	1041	SFRP4	7
ENSG00000106484	ENST00000223215	1008	MEST	7
ENSG00000106511	ENST00000262041	915	MEOX2	7
ENSG00000106524	ENST00000306999	1326	ANKMY2	7
ENSG00000106526	ENST00000477871	667	ACTR3C	7
ENSG00000106536	ENST00000403058	2076	POU6F2	7
ENSG00000106537	ENST00000262067	615	TSPAN13	7
ENSG00000106538	ENST00000223271	492	RARRES2	7
ENSG00000106541	ENST00000419572	588	AGR2	7
ENSG00000106546	ENST00000242057	2547	AHR	7
ENSG00000106554	ENST00000423635	726	CHCHD3	7
ENSG00000106560	ENST00000223293	1014	GIMAP2	7
ENSG00000106565	ENST00000326442	813	TMEM176B	7
ENSG00000106571	ENST00000395925	4743	GLI3	7
ENSG00000106588	ENST00000223321	705	PSMA2	7
ENSG00000106591	ENST00000223324	567	MRPL32	7
ENSG00000106603	ENST00000223336	441	COA1	7
ENSG00000106605	ENST00000265523	891	BLVRA	7
ENSG00000106608	ENST00000453200	2796	URGCP	7
ENSG00000106609	ENST00000341567	945	TMEM248	7
ENSG00000106615	ENST00000262187	555	RHEB	7
ENSG00000106617	ENST00000287878	1710	PRKAG2	7
ENSG00000106624	ENST00000223357	3477	AEBP1	7
ENSG00000106628	ENST00000406581	1410	POLD2	7
ENSG00000106631	ENST00000457314	594	MYL7	7
ENSG00000106633	ENST00000345378	1401	GCK	7
ENSG00000106635	ENST00000223368	609	BCL7B	7
ENSG00000106636	ENST00000223369	597	YKT6	7
ENSG00000106638	ENST00000305632	1344	TBL2	7
ENSG00000106648	ENST00000392800	1332	GALNTL5	7
ENSG00000106665	ENST00000223398	3141	CLIP2	7
ENSG00000106682	ENST00000265753	747	EIF4H	7
ENSG00000106683	ENST00000418310	2034	LIMK1	7
ENSG00000106686	ENST00000454239	1179	SPATA6L	9
ENSG00000106688	ENST00000262352	1575	SLC1A1	9
ENSG00000106689	ENST00000446480	1237	LHX2	9
ENSG00000106692	ENST00000223528	1386	FKTN	9
ENSG00000106701	ENST00000481272	1593	FSD1L	9
ENSG00000106714	ENST00000297668	3867	CNTNAP3	9
ENSG00000106723	ENST00000375859	789	SPIN1	9
ENSG00000106733	ENST00000376811	612	NMRK1	9
ENSG00000106771	ENST00000374586	2640	TMEM245	9
ENSG00000106772	ENST00000376718	9267	PRUNE2	9
ENSG00000106780	ENST00000426959	1920	MEGF9	9
ENSG00000106785	ENST00000341469	1329	TRIM14	9
ENSG00000106789	ENST00000343933	1578	CORO2A	9
ENSG00000106799	ENST00000552516	1524	TGFBR1	9
ENSG00000106803	ENST00000223641	291	SEC61B	9
ENSG00000106804	ENST00000223642	5031	C5	9
ENSG00000106809	ENST00000262551	897	OGN	9
ENSG00000106819	ENST00000375544	1143	ASPN	9
ENSG00000106823	ENST00000344604	2100	ECM2	9
ENSG00000106829	ENST00000376520	2418	TLE4	9
ENSG00000106852	ENST00000394319	1179	LHX6	9
ENSG00000106853	ENST00000309195	990	PTGR1	9
ENSG00000106868	ENST00000374264	2274	SUSD1	9
ENSG00000106927	ENST00000265132	1059	AMBP	9
ENSG00000106948	ENST00000307564	4320	AKNA	9
ENSG00000106952	ENST00000223795	705	TNFSF8	9
ENSG00000106976	ENST00000372923	2595	DNM1	9
ENSG00000106991	ENST00000373203	1977	ENG	9
ENSG00000106992	ENST00000223836	633	AK1	9
ENSG00000106993	ENST00000381854	1014	CDC37L1	9
ENSG00000107014	ENST00000381627	558	RLN2	9
ENSG00000107018	ENST00000223862	558	RLN1	9
ENSG00000107020	ENST00000223864	444	PLGRKT	9
ENSG00000107021	ENST00000372648	1203	TBC1D13	9
ENSG00000107036	ENST00000414202	4272	KIAA1432	9
ENSG00000107077	ENST00000381309	3171	KDM4C	9
ENSG00000107099	ENST00000453981	6300	DOCK8	9
ENSG00000107104	ENST00000382297	4059	KANK1	9
ENSG00000107105	ENST00000359598	1164	ELAVL2	9
ENSG00000107130	ENST00000372398	573	NCS1	9
ENSG00000107140	ENST00000336395	1881	TESK1	9
ENSG00000107147	ENST00000298480	3771	KCNT1	9
ENSG00000107159	ENST00000378357	1380	CA9	9
ENSG00000107164	ENST00000319725	1719	FUBP3	9
ENSG00000107165	ENST00000388918	1614	TYRP1	9
ENSG00000107175	ENST00000353704	1116	CREB3	9
ENSG00000107185	ENST00000456972	1296	RGP1	9
ENSG00000107186	ENST00000546205	6255	MPDZ	9
ENSG00000107187	ENST00000371746	1209	LHX3	9
ENSG00000107201	ENST00000379883	2778	DDX58	9
ENSG00000107223	ENST00000224073	447	EDF1	9
ENSG00000107242	ENST00000478500	1650	PIP5K1B	9
ENSG00000107249	ENST00000381971	2793	GLIS3	9
ENSG00000107262	ENST00000472232	1038	BAG1	9
ENSG00000107263	ENST00000372190	3288	RAPGEF1	9
ENSG00000107281	ENST00000371600	1212	NPDC1	9
ENSG00000107282	ENST00000265381	2514	APBA1	9
ENSG00000107290	ENST00000372169	8121	SETX	9
ENSG00000107295	ENST00000380607	1059	SH3GL2	9
ENSG00000107317	ENST00000224167	675	PTGDS	9
ENSG00000107331	ENST00000265662	7311	ABCA2	9
ENSG00000107338	ENST00000377707	1530	SHB	9
ENSG00000107341	ENST00000263228	717	UBE2R2	9
ENSG00000107362	ENST00000377041	882	FAM108B1	9
ENSG00000107371	ENST00000327304	828	EXOSC3	9
ENSG00000107372	ENST00000237937	642	ZFAND5	9
ENSG00000107404	ENST00000378888	2088	DVL1	1
ENSG00000107438	ENST00000329399	990	PDLIM1	10
ENSG00000107443	ENST00000419934	1152	CCNJ	10
ENSG00000107447	ENST00000371174	1530	DNTT	10
ENSG00000107485	ENST00000379328	1335	GATA3	10
ENSG00000107518	ENST00000355044	4140	ATRNL1	10
ENSG00000107521	ENST00000325103	2103	HPS1	10
ENSG00000107537	ENST00000263038	1017	PHYH	10
ENSG00000107551	ENST00000334940	993	RASSF4	10
ENSG00000107554	ENST00000342239	4806	DNMBP	10
ENSG00000107560	ENST00000369199	1599	RAB11FIP2	10
ENSG00000107562	ENST00000395794	423	CXCL12	10
ENSG00000107566	ENST00000407654	1047	ERLIN1	10
ENSG00000107581	ENST00000369144	4149	EIF3A	10
ENSG00000107593	ENST00000318222	2418	PKD2L1	10
ENSG00000107611	ENST00000377833	10872	CUBN	10
ENSG00000107614	ENST00000377799	1176	TRDMT1	10
ENSG00000107618	ENST00000224600	3744	RBP3	10
ENSG00000107623	ENST00000224605	1437	GDF10	10
ENSG00000107625	ENST00000373585	2214	DDX50	10
ENSG00000107643	ENST00000360332	1284	MAPK8	10
ENSG00000107651	ENST00000369075	3003	SEC23IP	10
ENSG00000107669	ENST00000224652	1557	ATE1	10
ENSG00000107672	ENST00000369023	1158	NSMCE4A	10
ENSG00000107679	ENST00000368990	1215	PLEKHA1	10
ENSG00000107719	ENST00000263563	2571	PALD1	10
ENSG00000107731	ENST00000335350	2838	UNC5B	10
ENSG00000107736	ENST00000224721	10074	CDH23	10
ENSG00000107738	ENST00000394957	936	C10orf54	10
ENSG00000107742	ENST00000317376	1275	SPOCK2	10
ENSG00000107745	ENST00000398761	1437	MICU1	10
ENSG00000107758	ENST00000394829	1578	PPP3CB	10
ENSG00000107771	ENST00000372088	3144	FAM190B	10
ENSG00000107779	ENST00000224764	1599	BMPR1A	10
ENSG00000107789	ENST00000371996	1464	MINPP1	10
ENSG00000107796	ENST00000224784	1134	ACTA2	10
ENSG00000107798	ENST00000425287	1206	LIPA	10
ENSG00000107807	ENST00000370196	993	TLX1	10
ENSG00000107815	ENST00000311916	2055	C10orf2	10
ENSG00000107816	ENST00000370220	2010	LZTS2	10
ENSG00000107819	ENST00000224807	978	SFXN3	10
ENSG00000107821	ENST00000370200	915	KAZALD1	10
ENSG00000107829	ENST00000331272	1239	FBXW4	10
ENSG00000107831	ENST00000320185	735	FGF8	10
ENSG00000107833	ENST00000370110	537	NPM3	10
ENSG00000107854	ENST00000371627	3501	TNKS2	10
ENSG00000107859	ENST00000370002	909	PITX3	10
ENSG00000107862	ENST00000369983	5580	GBF1	10
ENSG00000107863	ENST00000396432	5877	ARHGAP21	10
ENSG00000107864	ENST00000265997	2097	CPEB3	10
ENSG00000107872	ENST00000224862	903	FBXL15	10
ENSG00000107874	ENST00000369937	864	CUEDC2	10
ENSG00000107882	ENST00000369902	1455	SUFU	10
ENSG00000107890	ENST00000436985	5181	ANKRD26	10
ENSG00000107897	ENST00000375888	1605	ACBD5	10
ENSG00000107902	ENST00000368842	813	LHPP	10
ENSG00000107929	ENST00000316157	2217	LARP4B	10
ENSG00000107937	ENST00000360803	1905	GTPBP4	10
ENSG00000107938	ENST00000356792	3717	C10orf137	10
ENSG00000107949	ENST00000368759	969	BCCIP	10
ENSG00000107951	ENST00000358107	2139	MTPAP	10
ENSG00000107954	ENST00000369780	1725	NEURL	10
ENSG00000107957	ENST00000369774	3402	SH3PXD2A	10
ENSG00000107959	ENST00000380989	3117	PITRM1	10
ENSG00000107960	ENST00000224950	1107	OBFC1	10
ENSG00000107968	ENST00000263056	1404	MAP3K8	10
ENSG00000107984	ENST00000373970	801	DKK1	10
ENSG00000108001	ENST00000355311	1791	EBF3	10
ENSG00000108010	ENST00000331244	1008	GLRX3	10
ENSG00000108018	ENST00000344440	3597	SORCS1	10
ENSG00000108021	ENST00000328090	7293	FAM208B	10
ENSG00000108039	ENST00000502935	2001	XPNPEP1	10
ENSG00000108055	ENST00000361804	3654	SMC3	10
ENSG00000108061	ENST00000369452	1749	SHOC2	10
ENSG00000108064	ENST00000487519	741	TFAM	10
ENSG00000108091	ENST00000263102	1425	CCDC6	10
ENSG00000108094	ENST00000537177	2295	CUL2	10
ENSG00000108100	ENST00000374704	1026	CCNY	10
ENSG00000108106	ENST00000264552	669	UBE2S	19
ENSG00000108107	ENST00000560055	513	RPL28	19
ENSG00000108175	ENST00000334512	3204	ZMIZ1	10
ENSG00000108176	ENST00000225171	597	DNAJC12	10
ENSG00000108179	ENST00000225174	624	PPIF	10
ENSG00000108187	ENST00000309049	867	PBLD	10
ENSG00000108219	ENST00000372158	813	TSPAN14	10
ENSG00000108231	ENST00000371418	1674	LGI1	10
ENSG00000108239	ENST00000225235	2328	TBC1D12	10
ENSG00000108242	ENST00000285979	1473	CYP2C18	10
ENSG00000108244	ENST00000209718	1269	KRT23	17
ENSG00000108255	ENST00000225387	648	CRYBA1	17
ENSG00000108256	ENST00000225388	2088	NUFIP2	17
ENSG00000108262	ENST00000394869	2313	GIT1	17
ENSG00000108264	ENST00000225396	1332	TADA2A	17
ENSG00000108270	ENST00000225402	1683	AATF	17
ENSG00000108272	ENST00000251312	783	DHRS11	17
ENSG00000108278	ENST00000225410	468	ZNHIT3	17
ENSG00000108292	ENST00000325718	3282	MLLT6	17
ENSG00000108294	ENST00000225426	618	PSMB3	17
ENSG00000108296	ENST00000225428	1278	CWC25	17
ENSG00000108298	ENST00000225430	591	RPL19	17
ENSG00000108306	ENST00000577399	1317	FBXL20	17
ENSG00000108309	ENST00000426726	1341	RUNDC3A	17
ENSG00000108312	ENST00000302904	2295	UBTF	17
ENSG00000108342	ENST00000225474	624	CSF3	17
ENSG00000108344	ENST00000264639	1605	PSMD3	17
ENSG00000108349	ENST00000264645	2112	CASC3	17
ENSG00000108352	ENST00000456989	1536	RAPGEFL1	17
ENSG00000108370	ENST00000262406	2025	RGS9	17
ENSG00000108375	ENST00000407977	2352	RNF43	17
ENSG00000108379	ENST00000225512	1068	WNT3	17
ENSG00000108381	ENST00000263080	942	ASPA	17
ENSG00000108384	ENST00000337432	1131	RAD51C	17
ENSG00000108387	ENST00000457347	1482	Sep-04	17
ENSG00000108389	ENST00000323456	3588	MTMR4	17
ENSG00000108395	ENST00000262294	2895	TRIM37	17
ENSG00000108405	ENST00000225538	1200	P2RX1	17
ENSG00000108406	ENST00000251241	2340	DHX40	17
ENSG00000108417	ENST00000225550	1350	KRT37	17
ENSG00000108423	ENST00000325752	1362	TUBD1	17
ENSG00000108424	ENST00000290158	2631	KPNB1	17
ENSG00000108433	ENST00000439730	699	GOSR2	17
ENSG00000108439	ENST00000225573	786	PNPO	17
ENSG00000108443	ENST00000225577	1578	RPS6KB1	17
ENSG00000108448	ENST00000395902	1209	TRIM16L	17
ENSG00000108465	ENST00000536708	1596	CDK5RAP3	17
ENSG00000108468	ENST00000225603	558	CBX1	17
ENSG00000108469	ENST00000317905	2976	RECQL5	17
ENSG00000108474	ENST00000225609	759	PIGL	17
ENSG00000108479	ENST00000437911	1269	GALK1	17
ENSG00000108506	ENST00000444766	3615	INTS2	17
ENSG00000108509	ENST00000414043	3726	CAMTA2	17
ENSG00000108510	ENST00000397786	6525	MED13	17
ENSG00000108511	ENST00000225648	675	HOXB6	17
ENSG00000108515	ENST00000323997	1305	ENO3	17
ENSG00000108518	ENST00000572383	497	PFN1	17
ENSG00000108523	ENST00000262482	1053	RNF167	17
ENSG00000108528	ENST00000225665	945	SLC25A11	17
ENSG00000108551	ENST00000225688	846	RASD1	17
ENSG00000108556	ENST00000293780	1482	CHRNE	17
ENSG00000108557	ENST00000353383	5721	RAI1	17
ENSG00000108559	ENST00000573584	2226	NUP88	17
ENSG00000108561	ENST00000225698	849	C1QBP	17
ENSG00000108576	ENST00000261707	1893	SLC6A4	17
ENSG00000108578	ENST00000261714	1368	BLMH	17
ENSG00000108582	ENST00000225719	4143	CPD	17
ENSG00000108587	ENST00000414833	767	GOSR1	17
ENSG00000108588	ENST00000225726	1452	CCDC47	17
ENSG00000108590	ENST00000225728	396	MED31	17
ENSG00000108591	ENST00000225729	1095	DRG2	17
ENSG00000108592	ENST00000427159	2544	FTSJ3	17
ENSG00000108599	ENST00000225737	1989	AKAP10	17
ENSG00000108602	ENST00000225740	1362	ALDH3A1	17
ENSG00000108604	ENST00000448276	1596	SMARCD2	17
ENSG00000108622	ENST00000412356	828	ICAM2	17
ENSG00000108639	ENST00000588282	828	SYNGR2	17
ENSG00000108641	ENST00000477478	642	B9D1	17
ENSG00000108651	ENST00000261708	1794	UTP6	17
ENSG00000108654	ENST00000225792	1845	DDX5	17
ENSG00000108666	ENST00000225805	1191	C17orf75	17
ENSG00000108669	ENST00000361101	1197	CYTH1	17
ENSG00000108671	ENST00000261712	1269	PSMD11	17
ENSG00000108679	ENST00000262776	1758	LGALS3BP	17
ENSG00000108684	ENST00000225823	1692	ASIC2	17
ENSG00000108688	ENST00000200307	330	CCL7	17
ENSG00000108691	ENST00000225831	300	CCL2	17
ENSG00000108700	ENST00000394620	300	CCL8	17
ENSG00000108702	ENST00000225842	291	CCL1	17
ENSG00000108733	ENST00000225873	1080	PEX12	17
ENSG00000108753	ENST00000225893	1674	HNF1B	17
ENSG00000108759	ENST00000225899	1347	KRT32	17
ENSG00000108771	ENST00000251642	2037	DHX58	17
ENSG00000108773	ENST00000225916	2514	KAT2A	17
ENSG00000108774	ENST00000547517	750	RAB5C	17
ENSG00000108784	ENST00000225927	2232	NAGLU	17
ENSG00000108786	ENST00000225929	990	HSD17B1	17
ENSG00000108788	ENST00000246912	897	MLX	17
ENSG00000108797	ENST00000264638	4155	CNTNAP1	17
ENSG00000108798	ENST00000225941	1101	ABI3	17
ENSG00000108799	ENST00000428826	2244	EZH1	17
ENSG00000108813	ENST00000240306	723	DLX4	17
ENSG00000108821	ENST00000225964	4395	COL1A1	17
ENSG00000108823	ENST00000262018	1164	SGCA	17
ENSG00000108825	ENST00000409399	1761	AARSD1	17
ENSG00000108826	ENST00000225969	447	MRPL27	17
ENSG00000108828	ENST00000355653	1182	VAT1	17
ENSG00000108829	ENST00000225972	924	LRRC59	17
ENSG00000108830	ENST00000544533	687	RND2	17
ENSG00000108839	ENST00000251535	1992	ALOX12	17
ENSG00000108840	ENST00000225983	3372	HDAC5	17
ENSG00000108846	ENST00000285238	4584	ABCC3	17
ENSG00000108848	ENST00000393227	1470	LUC7L3	17
ENSG00000108849	ENST00000587006	318	PPY	17
ENSG00000108852	ENST00000518766	1794	MPP2	17
ENSG00000108854	ENST00000262435	2247	SMURF2	17
ENSG00000108861	ENST00000226004	558	DUSP3	17
ENSG00000108878	ENST00000226021	669	CACNG1	17
ENSG00000108883	ENST00000426333	2919	EFTUD2	17
ENSG00000108924	ENST00000226067	888	HLF	17
ENSG00000108932	ENST00000327268	1572	SLC16A6	17
ENSG00000108946	ENST00000358598	1146	PRKAR1A	17
ENSG00000108947	ENST00000226091	1023	EFNB3	17
ENSG00000108950	ENST00000592554	1626	FAM20A	17
ENSG00000108953	ENST00000264335	768	YWHAE	17
ENSG00000108960	ENST00000262065	717	MMD	17
ENSG00000108961	ENST00000226105	561	RANGRF	17
ENSG00000108963	ENST00000263083	1332	DPH1	17
ENSG00000108984	ENST00000590474	1005	MAP2K6	17
ENSG00000109016	ENST00000395511	978	DHRS7B	17
ENSG00000109046	ENST00000262394	1266	WSB1	17
ENSG00000109047	ENST00000226193	603	RCVRN	17
ENSG00000109061	ENST00000226207	5820	MYH1	17
ENSG00000109062	ENST00000262613	1077	SLC9A3R1	17
ENSG00000109063	ENST00000226209	5823	MYH3	17
ENSG00000109065	ENST00000578822	639	NAT9	17
ENSG00000109066	ENST00000335464	1491	TMEM104	17
ENSG00000109072	ENST00000431468	651	SEBOX	17
ENSG00000109079	ENST00000226225	951	TNFAIP1	17
ENSG00000109083	ENST00000585089	477	IFT20	17
ENSG00000109084	ENST00000226230	531	TMEM97	17
ENSG00000109089	ENST00000337231	1398	CDR2L	17
ENSG00000109099	ENST00000494511	486	PMP22	17
ENSG00000109101	ENST00000226247	1947	FOXN1	17
ENSG00000109103	ENST00000335765	723	UNC119	17
ENSG00000109107	ENST00000226253	1095	ALDOC	17
ENSG00000109111	ENST00000314616	5181	SUPT6H	17
ENSG00000109113	ENST00000447716	951	RAB34	17
ENSG00000109118	ENST00000332830	3015	PHF12	17
ENSG00000109132	ENST00000226382	945	PHOX2B	4
ENSG00000109133	ENST00000325094	744	TMEM33	4
ENSG00000109158	ENST00000264318	1665	GABRA4	4
ENSG00000109163	ENST00000226413	987	GNRHR	4
ENSG00000109171	ENST00000264313	1746	SLAIN2	4
ENSG00000109180	ENST00000264312	738	OCIAD1	4
ENSG00000109181	ENST00000265403	1587	UGT2B10	4
ENSG00000109182	ENST00000226432	2100	CWH43	4
ENSG00000109184	ENST00000451288	1011	DCUN1D4	4
ENSG00000109189	ENST00000441222	1101	USP46	4
ENSG00000109193	ENST00000226444	885	SULT1E1	4
ENSG00000109205	ENST00000396094	840	ODAM	4
ENSG00000109208	ENST00000226460	405	SMR3A	4
ENSG00000109220	ENST00000263921	498	CHIC2	4
ENSG00000109255	ENST00000264218	525	NMU	4
ENSG00000109265	ENST00000264229	3702	KIAA1211	4
ENSG00000109270	ENST00000499666	375	LAMTOR3	4
ENSG00000109272	ENST00000226524	315	PF4V1	4
ENSG00000109320	ENST00000226574	2910	NFKB1	4
ENSG00000109321	ENST00000502307	825	AREG	4
ENSG00000109323	ENST00000226578	2640	MANBA	4
ENSG00000109332	ENST00000357194	450	UBE2D3	4
ENSG00000109339	ENST00000359221	1395	MAPK10	4
ENSG00000109381	ENST00000379550	1782	ELF2	4
ENSG00000109390	ENST00000265500	231	NDUFC1	4
ENSG00000109424	ENST00000262999	924	UCP1	4
ENSG00000109436	ENST00000442267	3801	TBC1D9	4
ENSG00000109445	ENST00000262990	963	ZNF330	4
ENSG00000109452	ENST00000509777	2817	INPP4B	4
ENSG00000109458	ENST00000262995	2175	GAB1	4
ENSG00000109466	ENST00000514860	1794	KLHL2	4
ENSG00000109471	ENST00000226730	462	IL2	4
ENSG00000109472	ENST00000402744	1431	CPE	4
ENSG00000109475	ENST00000394668	354	RPL34	4
ENSG00000109501	ENST00000226760	2673	WFS1	4
ENSG00000109511	ENST00000359299	975	ANXA10	4
ENSG00000109519	ENST00000264954	654	GRPEL1	4
ENSG00000109534	ENST00000226796	654	GAR1	4
ENSG00000109536	ENST00000226798	777	FRG1	4
ENSG00000109572	ENST00000347613	2601	CLCN3	4
ENSG00000109576	ENST00000509167	1290	AADAT	4
ENSG00000109586	ENST00000265000	1974	GALNT7	4
ENSG00000109606	ENST00000336812	2388	DHX15	4
ENSG00000109610	ENST00000382120	723	SOD3	4
ENSG00000109618	ENST00000382103	1506	SEPSECS	4
ENSG00000109625	ENST00000360986	1959	CPZ	4
ENSG00000109654	ENST00000338700	2316	TRIM2	4
ENSG00000109667	ENST00000264784	1623	SLC2A9	4
ENSG00000109670	ENST00000281708	2124	FBXW7	4
ENSG00000109674	ENST00000264596	1818	NEIL3	4
ENSG00000109680	ENST00000264866	1581	TBC1D19	4
ENSG00000109684	ENST00000226951	1287	CLNK	4
ENSG00000109685	ENST00000382891	4098	WHSC1	4
ENSG00000109686	ENST00000304527	2373	SH3D19	4
ENSG00000109689	ENST00000382009	2526	STIM2	4
ENSG00000109705	ENST00000382438	1002	NKX3-2	4
ENSG00000109736	ENST00000514800	1443	MFSD10	4
ENSG00000109738	ENST00000264428	1494	GLRB	4
ENSG00000109743	ENST00000382346	1002	BST1	4
ENSG00000109756	ENST00000264431	4500	RAPGEF2	4
ENSG00000109758	ENST00000511533	1989	HGFAC	4
ENSG00000109762	ENST00000264694	2523	SNX25	4
ENSG00000109771	ENST00000362004	1050	LRP2BP	4
ENSG00000109775	ENST00000264689	1410	UFSP2	4
ENSG00000109787	ENST00000261438	1038	KLF3	4
ENSG00000109790	ENST00000359687	2313	KLHL5	4
ENSG00000109794	ENST00000356371	2322	FAM149A	4
ENSG00000109805	ENST00000251496	3048	NCAPG	4
ENSG00000109814	ENST00000316423	1485	UGDH	4
ENSG00000109819	ENST00000264867	2397	PPARGC1A	4
ENSG00000109832	ENST00000263576	1452	DDX25	11
ENSG00000109846	ENST00000227251	528	CRYAB	11
ENSG00000109851	ENST00000227256	1149	DBX1	11
ENSG00000109854	ENST00000419348	831	HTATIP2	11
ENSG00000109861	ENST00000227266	1392	CTSC	11
ENSG00000109881	ENST00000328697	1122	CCDC34	11
ENSG00000109906	ENST00000335953	2022	ZBTB16	11
ENSG00000109911	ENST00000395934	1608	ELP4	11
ENSG00000109917	ENST00000227322	1380	ZNF259	11
ENSG00000109919	ENST00000302503	912	MTCH2	11
ENSG00000109920	ENST00000263773	3054	FNBP4	11
ENSG00000109927	ENST00000264037	6468	TECTA	11
ENSG00000109929	ENST00000264027	900	SC5DL	11
ENSG00000109943	ENST00000227348	1182	CRTAM	11
ENSG00000109944	ENST00000227349	2337	C11orf63	11
ENSG00000109956	ENST00000537389	1044	B3GAT1	11
ENSG00000109971	ENST00000227378	1941	HSPA8	11
ENSG00000109991	ENST00000263314	1194	P2RX3	11
ENSG00000110002	ENST00000392748	2361	VWA5A	11
ENSG00000110011	ENST00000321460	750	DNAJC4	11
ENSG00000110013	ENST00000263593	1572	SIAE	11
ENSG00000110025	ENST00000377244	1029	SNX15	11
ENSG00000110031	ENST00000528954	1176	LPXN	11
ENSG00000110042	ENST00000227451	1860	DTX4	11
ENSG00000110046	ENST00000421419	5823	ATG2A	11
ENSG00000110047	ENST00000320631	1605	EHD1	11
ENSG00000110048	ENST00000263847	2424	OSBP	11
